Month,Channel,First Source / Medium,First Campaign,Last Source / Medium,Last Campaign,# of visits,Full path (Source / Medium),Full path (Campaign),Conversions
2015/08,Direct,(direct) / (none),(direct) / (none),ERROR,ERROR,131,(direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > hs_automation / email > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > google / organic > accounts.google.com / referral > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > contactually.desk.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > login.mailchimp.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > contactually.desk.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > twitter.com / social > twitter.com / social > google / organic > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > contactually.desk.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),(direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > Post-Trial Campaign > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > google / organic > accounts.google.com / referral > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > contactually.desk.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > login.mailchimp.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > contactually.desk.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > buffer > buffer > google / organic > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > contactually.desk.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),1
2015/08,Direct,(direct) / (none),(direct) / (none),ERROR,ERROR,132,(direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > hs_automation / email > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > google / organic > accounts.google.com / referral > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > contactually.desk.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > login.mailchimp.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > contactually.desk.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > twitter.com / social > twitter.com / social > google / organic > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > contactually.desk.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),(direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > Post-Trial Campaign > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > google / organic > accounts.google.com / referral > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > contactually.desk.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > login.mailchimp.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > contactually.desk.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > buffer > buffer > google / organic > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > contactually.desk.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),1
2015/08,Direct,(direct) / (none),(direct) / (none),crm.marker.hr / referral,crm.marker.hr / referral,3,(direct) / (none) > crm.marker.hr / referral > crm.marker.hr / referral,(direct) / (none) > crm.marker.hr / referral > crm.marker.hr / referral,1
2015/08,Direct,(direct) / (none),(direct) / (none),ewebinars.com / referral,ewebinars.com / referral,2,(direct) / (none) > ewebinars.com / referral,(direct) / (none) > ewebinars.com / referral,1
2015/08,Direct,(direct) / (none),(direct) / (none),hbr.org / referral,hbr.org / referral,2,(direct) / (none) > hbr.org / referral,(direct) / (none) > hbr.org / referral,1
2015/08,Direct,(direct) / (none),(direct) / (none),frame.maqtoob.com / referral,frame.maqtoob.com / referral,2,(direct) / (none) > frame.maqtoob.com / referral,(direct) / (none) > frame.maqtoob.com / referral,1
2015/08,Direct,(direct) / (none),(direct) / (none),(direct) / (none),(direct) / (none),9,(direct) / (none) > accounts.google.com / referral > api.twitter.com / referral > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),(direct) / (none) > accounts.google.com / referral > api.twitter.com / referral > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),1
2015/08,Direct,(direct) / (none),(direct) / (none),(direct) / (none),(direct) / (none),5,(direct) / (none) > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none),(direct) / (none) > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none),1
2015/08,Direct,(direct) / (none),(direct) / (none),(direct) / (none),(direct) / (none),6,(direct) / (none) > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),(direct) / (none) > accounts.google.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),1
2015/08,Direct,(direct) / (none),(direct) / (none),google / organic,google / organic,3,(direct) / (none) > accounts.google.com / referral > google / organic,(direct) / (none) > accounts.google.com / referral > google / organic,1
2015/08,Direct,(direct) / (none),(direct) / (none),Customer Referrals_Share Page / Email,Customer Referrals,2,(direct) / (none) > Customer Referrals_Share Page / Email,(direct) / (none) > Customer Referrals,1
2015/08,Direct,(direct) / (none),(direct) / (none),Other Campaigns / Comparison Collateral,BOFU2014,2,(direct) / (none) > Other Campaigns / Comparison Collateral,(direct) / (none) > BOFU2014,1
2015/08,Direct,(direct) / (none),(direct) / (none),Thank You Page Trial Signup / Thank you Landing Page,Thank You Page Link,2,(direct) / (none) > Thank You Page Trial Signup / Thank you Landing Page,(direct) / (none) > Thank You Page Link,1
2015/08,Direct,s3-eu-west-1.amazonaws.com / referral,s3-eu-west-1.amazonaws.com / referral,(direct) / (none),(direct) / (none),2,s3-eu-west-1.amazonaws.com / referral > (direct) / (none),s3-eu-west-1.amazonaws.com / referral > (direct) / (none),1
2015/08,Email,Customer Referrals_Share Page / Email,Customer Referrals,Customer Referrals_Share Page / Email,Customer Referrals,1,Customer Referrals_Share Page / Email,Customer Referrals,1
2015/08,Email,Customer Referrals_Share Page / Email,Customer Referrals,google / cpc,Contactually Brand|Name (Exact),3,Customer Referrals_Share Page / Email > (direct) / (none) > google / cpc,Customer Referrals > (direct) / (none) > Contactually Brand|Name (Exact),1
2015/08,Email,email12.secureserver.net / referral,email12.secureserver.net / referral,email12.secureserver.net / referral,email12.secureserver.net / referral,2,email12.secureserver.net / referral > email12.secureserver.net / referral,email12.secureserver.net / referral > email12.secureserver.net / referral,1
2015/08,Email,mail.google.com / referral,mail.google.com / referral,accounts.google.com / referral,accounts.google.com / referral,2,mail.google.com / referral > accounts.google.com / referral,mail.google.com / referral > accounts.google.com / referral,1
2015/08,Email,snt150.mail.live.com / referral,snt150.mail.live.com / referral,snt150.mail.live.com / referral,snt150.mail.live.com / referral,1,snt150.mail.live.com / referral,snt150.mail.live.com / referral,1
2015/08,Email,hs_automation / email,MOFU_General Lead Nurturing Campaign,hs_automation / email,MOFU_General Lead Nurturing Campaign,2,hs_automation / email > hs_automation / email,MOFU_General Lead Nurturing Campaign > MOFU_General Lead Nurturing Campaign,1
2015/08,Email,hs_automation / email,MOFU_General Lead Nurturing Campaign,(direct) / (none),(direct) / (none),2,hs_automation / email > (direct) / (none),MOFU_General Lead Nurturing Campaign > (direct) / (none),1
2015/08,Email,hs_automation / email,Post-Trial Campaign,(direct) / (none),(direct) / (none),15,hs_automation / email > (direct) / (none) > api.twitter.com / referral > hs_automation / email > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),Post-Trial Campaign > (direct) / (none) > api.twitter.com / referral > Post-Trial Campaign > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),1
2015/08,Email,hs_email / email,The Follow-Up,Contactually Blog / Trial CTA,Blog Slider CTAs,3,hs_email / email > About Us - Resources Page / Training Site CTA - BOTTOM > Contactually Blog / Trial CTA,The Follow-Up > Marketing Site > Blog Slider CTAs,1
2015/08,Email,hs_email / email,Paid User Newsletter_Work Better Wednesdays,(direct) / (none),(direct) / (none),4,hs_email / email > google / organic > (direct) / (none) > (direct) / (none),Paid User Newsletter_Work Better Wednesdays > google / organic > (direct) / (none) > (direct) / (none),1
2015/08,Integrations,activecampaign.com / referral,activecampaign.com / referral,(direct) / (none),(direct) / (none),2,activecampaign.com / referral > (direct) / (none),activecampaign.com / referral > (direct) / (none),1
2015/08,Integrations,activecampaign.com / referral,activecampaign.com / referral,(direct) / (none),(direct) / (none),3,activecampaign.com / referral > (direct) / (none) > (direct) / (none),activecampaign.com / referral > (direct) / (none) > (direct) / (none),1
2015/08,Integrations,bombbomb.com / referral,bombbomb.com / referral,(direct) / (none),(direct) / (none),2,bombbomb.com / referral > (direct) / (none),bombbomb.com / referral > (direct) / (none),1
